waste,tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date,best_of
113851,2001-580,Australian Open,Hard,G,128,20010115,5
113852,2001-580,Australian Open,Hard,G,128,20010115,5
113853,2001-580,Australian Open,Hard,G,128,20010115,5
113854,2001-580,Australian Open,Hard,G,128,20010115,5
113855,2001-580,Australian Open,Hard,G,128,20010115,5
113856,2001-580,Australian Open,Hard,G,128,20010115,5
113857,2001-580,Australian Open,Hard,G,128,20010115,5
113858,2001-580,Australian Open,Hard,G,128,20010115,5
113859,2001-580,Australian Open,Hard,G,128,20010115,5
113860,2001-580,Australian Open,Hard,G,128,20010115,5
113861,2001-580,Australian Open,Hard,G,128,20010115,5
113862,2001-580,Australian Open,Hard,G,128,20010115,5
113863,2001-580,Australian Open,Hard,G,128,20010115,5
113864,2001-580,Australian Open,Hard,G,128,20010115,5
113865,2001-580,Australian Open,Hard,G,128,20010115,5
113866,2001-580,Australian Open,Hard,G,128,20010115,5
113867,2001-580,Australian Open,Hard,G,128,20010115,5
113868,2001-580,Australian Open,Hard,G,128,20010115,5
113869,2001-580,Australian Open,Hard,G,128,20010115,5
113870,2001-580,Australian Open,Hard,G,128,20010115,5
113871,2001-580,Australian Open,Hard,G,128,20010115,5
113872,2001-580,Australian Open,Hard,G,128,20010115,5
113873,2001-580,Australian Open,Hard,G,128,20010115,5
113874,2001-580,Australian Open,Hard,G,128,20010115,5
113875,2001-580,Australian Open,Hard,G,128,20010115,5
113876,2001-580,Australian Open,Hard,G,128,20010115,5
113877,2001-580,Australian Open,Hard,G,128,20010115,5
113878,2001-580,Australian Open,Hard,G,128,20010115,5
113879,2001-580,Australian Open,Hard,G,128,20010115,5
113880,2001-580,Australian Open,Hard,G,128,20010115,5
113881,2001-580,Australian Open,Hard,G,128,20010115,5
113882,2001-580,Australian Open,Hard,G,128,20010115,5
113883,2001-580,Australian Open,Hard,G,128,20010115,5
113884,2001-580,Australian Open,Hard,G,128,20010115,5
113885,2001-580,Australian Open,Hard,G,128,20010115,5
113886,2001-580,Australian Open,Hard,G,128,20010115,5
113887,2001-580,Australian Open,Hard,G,128,20010115,5
113888,2001-580,Australian Open,Hard,G,128,20010115,5
113889,2001-580,Australian Open,Hard,G,128,20010115,5
113890,2001-580,Australian Open,Hard,G,128,20010115,5
113891,2001-580,Australian Open,Hard,G,128,20010115,5
113892,2001-580,Australian Open,Hard,G,128,20010115,5
113893,2001-580,Australian Open,Hard,G,128,20010115,5
113894,2001-580,Australian Open,Hard,G,128,20010115,5
113895,2001-580,Australian Open,Hard,G,128,20010115,5
113896,2001-580,Australian Open,Hard,G,128,20010115,5
113897,2001-580,Australian Open,Hard,G,128,20010115,5
113898,2001-580,Australian Open,Hard,G,128,20010115,5
113899,2001-580,Australian Open,Hard,G,128,20010115,5
113900,2001-580,Australian Open,Hard,G,128,20010115,5
113901,2001-580,Australian Open,Hard,G,128,20010115,5
113902,2001-580,Australian Open,Hard,G,128,20010115,5
113903,2001-580,Australian Open,Hard,G,128,20010115,5
113904,2001-580,Australian Open,Hard,G,128,20010115,5
113905,2001-580,Australian Open,Hard,G,128,20010115,5
113906,2001-580,Australian Open,Hard,G,128,20010115,5
113907,2001-580,Australian Open,Hard,G,128,20010115,5
113908,2001-580,Australian Open,Hard,G,128,20010115,5
113909,2001-580,Australian Open,Hard,G,128,20010115,5
113910,2001-580,Australian Open,Hard,G,128,20010115,5
113911,2001-580,Australian Open,Hard,G,128,20010115,5
113912,2001-580,Australian Open,Hard,G,128,20010115,5
113913,2001-580,Australian Open,Hard,G,128,20010115,5
113914,2001-580,Australian Open,Hard,G,128,20010115,5
113915,2001-580,Australian Open,Hard,G,128,20010115,5
113916,2001-580,Australian Open,Hard,G,128,20010115,5
113917,2001-580,Australian Open,Hard,G,128,20010115,5
113918,2001-580,Australian Open,Hard,G,128,20010115,5
113919,2001-580,Australian Open,Hard,G,128,20010115,5
113920,2001-580,Australian Open,Hard,G,128,20010115,5
113921,2001-580,Australian Open,Hard,G,128,20010115,5
113922,2001-580,Australian Open,Hard,G,128,20010115,5
113923,2001-580,Australian Open,Hard,G,128,20010115,5
113924,2001-580,Australian Open,Hard,G,128,20010115,5
113925,2001-580,Australian Open,Hard,G,128,20010115,5
113926,2001-580,Australian Open,Hard,G,128,20010115,5
113927,2001-580,Australian Open,Hard,G,128,20010115,5
113928,2001-580,Australian Open,Hard,G,128,20010115,5
113929,2001-580,Australian Open,Hard,G,128,20010115,5
113930,2001-580,Australian Open,Hard,G,128,20010115,5
113931,2001-580,Australian Open,Hard,G,128,20010115,5
113932,2001-580,Australian Open,Hard,G,128,20010115,5
113933,2001-580,Australian Open,Hard,G,128,20010115,5
113934,2001-580,Australian Open,Hard,G,128,20010115,5
113935,2001-580,Australian Open,Hard,G,128,20010115,5
113936,2001-580,Australian Open,Hard,G,128,20010115,5
113937,2001-580,Australian Open,Hard,G,128,20010115,5
113938,2001-580,Australian Open,Hard,G,128,20010115,5
113939,2001-580,Australian Open,Hard,G,128,20010115,5
113940,2001-580,Australian Open,Hard,G,128,20010115,5
113941,2001-580,Australian Open,Hard,G,128,20010115,5
113942,2001-580,Australian Open,Hard,G,128,20010115,5
113943,2001-580,Australian Open,Hard,G,128,20010115,5
113944,2001-580,Australian Open,Hard,G,128,20010115,5
113945,2001-580,Australian Open,Hard,G,128,20010115,5
113946,2001-580,Australian Open,Hard,G,128,20010115,5
113947,2001-580,Australian Open,Hard,G,128,20010115,5
113948,2001-741,Nottingham,Grass,A,32,20010618,3
113949,2001-741,Nottingham,Grass,A,32,20010618,3
113950,2001-741,Nottingham,Grass,A,32,20010618,3
113951,2001-741,Nottingham,Grass,A,32,20010618,3
113952,2001-741,Nottingham,Grass,A,32,20010618,3
113953,2001-741,Nottingham,Grass,A,32,20010618,3
113954,2001-741,Nottingham,Grass,A,32,20010618,3
113955,2001-741,Nottingham,Grass,A,32,20010618,3
113956,2001-741,Nottingham,Grass,A,32,20010618,3
113957,2001-741,Nottingham,Grass,A,32,20010618,3
113958,2001-741,Nottingham,Grass,A,32,20010618,3
113959,2001-741,Nottingham,Grass,A,32,20010618,3
113960,2001-741,Nottingham,Grass,A,32,20010618,3
113961,2001-741,Nottingham,Grass,A,32,20010618,3
113962,2001-741,Nottingham,Grass,A,32,20010618,3
113963,2001-741,Nottingham,Grass,A,32,20010618,3
113964,2001-741,Nottingham,Grass,A,32,20010618,3
113965,2001-741,Nottingham,Grass,A,32,20010618,3
113966,2001-741,Nottingham,Grass,A,32,20010618,3
113967,2001-741,Nottingham,Grass,A,32,20010618,3
113968,2001-741,Nottingham,Grass,A,32,20010618,3
113969,2001-741,Nottingham,Grass,A,32,20010618,3
113970,2001-741,Nottingham,Grass,A,32,20010618,3
113971,2001-741,Nottingham,Grass,A,32,20010618,3
113972,2001-741,Nottingham,Grass,A,32,20010618,3
113973,2001-741,Nottingham,Grass,A,32,20010618,3
113974,2001-741,Nottingham,Grass,A,32,20010618,3
113975,2001-741,Nottingham,Grass,A,32,20010618,3
113976,2001-741,Nottingham,Grass,A,32,20010618,3
113977,2001-741,Nottingham,Grass,A,32,20010618,3
113978,2001-741,Nottingham,Grass,A,32,20010618,3
113979,2001-338,Sydney,Hard,A,32,20010108,3
113980,2001-338,Sydney,Hard,A,32,20010108,3
113981,2001-338,Sydney,Hard,A,32,20010108,3
113982,2001-338,Sydney,Hard,A,32,20010108,3
113983,2001-338,Sydney,Hard,A,32,20010108,3
113984,2001-338,Sydney,Hard,A,32,20010108,3
113985,2001-338,Sydney,Hard,A,32,20010108,3
113986,2001-338,Sydney,Hard,A,32,20010108,3
113987,2001-338,Sydney,Hard,A,32,20010108,3
113988,2001-338,Sydney,Hard,A,32,20010108,3
113989,2001-338,Sydney,Hard,A,32,20010108,3
113990,2001-338,Sydney,Hard,A,32,20010108,3
113991,2001-338,Sydney,Hard,A,32,20010108,3
113992,2001-338,Sydney,Hard,A,32,20010108,3
113993,2001-338,Sydney,Hard,A,32,20010108,3
113994,2001-338,Sydney,Hard,A,32,20010108,3
113995,2001-338,Sydney,Hard,A,32,20010108,3
113996,2001-338,Sydney,Hard,A,32,20010108,3
113997,2001-338,Sydney,Hard,A,32,20010108,3
113998,2001-338,Sydney,Hard,A,32,20010108,3
113999,2001-338,Sydney,Hard,A,32,20010108,3
114000,2001-338,Sydney,Hard,A,32,20010108,3
114001,2001-338,Sydney,Hard,A,32,20010108,3
114002,2001-338,Sydney,Hard,A,32,20010108,3
114003,2001-338,Sydney,Hard,A,32,20010108,3
114004,2001-338,Sydney,Hard,A,32,20010108,3
114005,2001-338,Sydney,Hard,A,32,20010108,3
114006,2001-338,Sydney,Hard,A,32,20010108,3
114007,2001-338,Sydney,Hard,A,32,20010108,3
114008,2001-338,Sydney,Hard,A,32,20010108,3
114009,2001-338,Sydney,Hard,A,32,20010108,3
114010,2001-360,Casablanca,Clay,A,32,20010409,3
114011,2001-360,Casablanca,Clay,A,32,20010409,3
114012,2001-360,Casablanca,Clay,A,32,20010409,3
114013,2001-360,Casablanca,Clay,A,32,20010409,3
114014,2001-360,Casablanca,Clay,A,32,20010409,3
114015,2001-360,Casablanca,Clay,A,32,20010409,3
114016,2001-360,Casablanca,Clay,A,32,20010409,3
114017,2001-360,Casablanca,Clay,A,32,20010409,3
114018,2001-360,Casablanca,Clay,A,32,20010409,3
114019,2001-360,Casablanca,Clay,A,32,20010409,3
114020,2001-360,Casablanca,Clay,A,32,20010409,3
114021,2001-360,Casablanca,Clay,A,32,20010409,3
114022,2001-360,Casablanca,Clay,A,32,20010409,3
114023,2001-360,Casablanca,Clay,A,32,20010409,3
114024,2001-360,Casablanca,Clay,A,32,20010409,3
114025,2001-360,Casablanca,Clay,A,32,20010409,3
114026,2001-360,Casablanca,Clay,A,32,20010409,3
114027,2001-360,Casablanca,Clay,A,32,20010409,3
114028,2001-360,Casablanca,Clay,A,32,20010409,3
114029,2001-360,Casablanca,Clay,A,32,20010409,3
114030,2001-360,Casablanca,Clay,A,32,20010409,3
114031,2001-360,Casablanca,Clay,A,32,20010409,3
114032,2001-360,Casablanca,Clay,A,32,20010409,3
114033,2001-360,Casablanca,Clay,A,32,20010409,3
114034,2001-360,Casablanca,Clay,A,32,20010409,3
114035,2001-360,Casablanca,Clay,A,32,20010409,3
114036,2001-360,Casablanca,Clay,A,32,20010409,3
114037,2001-360,Casablanca,Clay,A,32,20010409,3
114038,2001-360,Casablanca,Clay,A,32,20010409,3
114039,2001-360,Casablanca,Clay,A,32,20010409,3
114040,2001-360,Casablanca,Clay,A,32,20010409,3
114041,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114042,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114043,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114044,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114045,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114046,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114047,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114048,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114049,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114050,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114051,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114052,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114053,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114054,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114055,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114056,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114057,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114058,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114059,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114060,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114061,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114062,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114063,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114064,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114065,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114066,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114067,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114068,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114069,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114070,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114071,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114072,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114073,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114074,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114075,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114076,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114077,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114078,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114079,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114080,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114081,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114082,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114083,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114084,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114085,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114086,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114087,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114088,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114089,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114090,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114091,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114092,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114093,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114094,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114095,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114096,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114097,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114098,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114099,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114100,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114101,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114102,2001-404,Indian Wells Masters,Hard,M,64,20010312,3
114103,2001-404,Indian Wells Masters,Hard,M,64,20010312,5
114104,2001-407,Rotterdam,Hard,A,32,20010219,3
114105,2001-407,Rotterdam,Hard,A,32,20010219,3
114106,2001-407,Rotterdam,Hard,A,32,20010219,3
114107,2001-407,Rotterdam,Hard,A,32,20010219,3
114108,2001-407,Rotterdam,Hard,A,32,20010219,3
114109,2001-407,Rotterdam,Hard,A,32,20010219,3
114110,2001-407,Rotterdam,Hard,A,32,20010219,3
114111,2001-407,Rotterdam,Hard,A,32,20010219,3
114112,2001-407,Rotterdam,Hard,A,32,20010219,3
114113,2001-407,Rotterdam,Hard,A,32,20010219,3
114114,2001-407,Rotterdam,Hard,A,32,20010219,3
114115,2001-407,Rotterdam,Hard,A,32,20010219,3
114116,2001-407,Rotterdam,Hard,A,32,20010219,3
114117,2001-407,Rotterdam,Hard,A,32,20010219,3
114118,2001-407,Rotterdam,Hard,A,32,20010219,3
114119,2001-407,Rotterdam,Hard,A,32,20010219,3
114120,2001-407,Rotterdam,Hard,A,32,20010219,3
114121,2001-407,Rotterdam,Hard,A,32,20010219,3
114122,2001-407,Rotterdam,Hard,A,32,20010219,3
114123,2001-407,Rotterdam,Hard,A,32,20010219,3
114124,2001-407,Rotterdam,Hard,A,32,20010219,3
114125,2001-407,Rotterdam,Hard,A,32,20010219,3
114126,2001-407,Rotterdam,Hard,A,32,20010219,3
114127,2001-407,Rotterdam,Hard,A,32,20010219,3
114128,2001-407,Rotterdam,Hard,A,32,20010219,3
114129,2001-407,Rotterdam,Hard,A,32,20010219,3
114130,2001-407,Rotterdam,Hard,A,32,20010219,3
114131,2001-407,Rotterdam,Hard,A,32,20010219,3
114132,2001-407,Rotterdam,Hard,A,32,20010219,3
114133,2001-407,Rotterdam,Hard,A,32,20010219,3
114134,2001-407,Rotterdam,Hard,A,32,20010219,3
114135,2001-402,Memphis,Hard,A,48,20010219,3
114136,2001-402,Memphis,Hard,A,48,20010219,3
114137,2001-402,Memphis,Hard,A,48,20010219,3
114138,2001-402,Memphis,Hard,A,48,20010219,3
114139,2001-402,Memphis,Hard,A,48,20010219,3
114140,2001-402,Memphis,Hard,A,48,20010219,3
114141,2001-402,Memphis,Hard,A,48,20010219,3
114142,2001-402,Memphis,Hard,A,48,20010219,3
114143,2001-402,Memphis,Hard,A,48,20010219,3
114144,2001-402,Memphis,Hard,A,48,20010219,3
114145,2001-402,Memphis,Hard,A,48,20010219,3
114146,2001-402,Memphis,Hard,A,48,20010219,3
114147,2001-402,Memphis,Hard,A,48,20010219,3
114148,2001-402,Memphis,Hard,A,48,20010219,3
114149,2001-402,Memphis,Hard,A,48,20010219,3
114150,2001-402,Memphis,Hard,A,48,20010219,3
114151,2001-402,Memphis,Hard,A,48,20010219,3
114152,2001-402,Memphis,Hard,A,48,20010219,3
114153,2001-402,Memphis,Hard,A,48,20010219,3
114154,2001-402,Memphis,Hard,A,48,20010219,3
114155,2001-402,Memphis,Hard,A,48,20010219,3
114156,2001-402,Memphis,Hard,A,48,20010219,3
114157,2001-402,Memphis,Hard,A,48,20010219,3
114158,2001-402,Memphis,Hard,A,48,20010219,3
114159,2001-402,Memphis,Hard,A,48,20010219,3
114160,2001-402,Memphis,Hard,A,48,20010219,3
114161,2001-402,Memphis,Hard,A,48,20010219,3
114162,2001-402,Memphis,Hard,A,48,20010219,3
114163,2001-402,Memphis,Hard,A,48,20010219,3
114164,2001-402,Memphis,Hard,A,48,20010219,3
114165,2001-402,Memphis,Hard,A,48,20010219,3
114166,2001-402,Memphis,Hard,A,48,20010219,3
114167,2001-402,Memphis,Hard,A,48,20010219,3
114168,2001-402,Memphis,Hard,A,48,20010219,3
114169,2001-402,Memphis,Hard,A,48,20010219,3
114170,2001-402,Memphis,Hard,A,48,20010219,3
114171,2001-402,Memphis,Hard,A,48,20010219,3
114172,2001-402,Memphis,Hard,A,48,20010219,3
114173,2001-402,Memphis,Hard,A,48,20010219,3
114174,2001-402,Memphis,Hard,A,48,20010219,3
114175,2001-402,Memphis,Hard,A,48,20010219,3
114176,2001-402,Memphis,Hard,A,48,20010219,3
114177,2001-402,Memphis,Hard,A,48,20010219,3
114178,2001-402,Memphis,Hard,A,48,20010219,3
114179,2001-402,Memphis,Hard,A,48,20010219,3
114180,2001-402,Memphis,Hard,A,48,20010219,3
114181,2001-402,Memphis,Hard,A,48,20010219,3
114182,2001-403,Miami Masters,Hard,M,96,20010319,3
114183,2001-403,Miami Masters,Hard,M,96,20010319,3
114184,2001-403,Miami Masters,Hard,M,96,20010319,3
114185,2001-403,Miami Masters,Hard,M,96,20010319,3
114186,2001-403,Miami Masters,Hard,M,96,20010319,3
114187,2001-403,Miami Masters,Hard,M,96,20010319,3
114188,2001-403,Miami Masters,Hard,M,96,20010319,3
114189,2001-403,Miami Masters,Hard,M,96,20010319,3
114190,2001-403,Miami Masters,Hard,M,96,20010319,3
114191,2001-403,Miami Masters,Hard,M,96,20010319,3
114192,2001-403,Miami Masters,Hard,M,96,20010319,3
114193,2001-403,Miami Masters,Hard,M,96,20010319,3
114194,2001-403,Miami Masters,Hard,M,96,20010319,3
114195,2001-403,Miami Masters,Hard,M,96,20010319,3
114196,2001-403,Miami Masters,Hard,M,96,20010319,3
114197,2001-403,Miami Masters,Hard,M,96,20010319,3
114198,2001-403,Miami Masters,Hard,M,96,20010319,3
114199,2001-403,Miami Masters,Hard,M,96,20010319,3
114200,2001-403,Miami Masters,Hard,M,96,20010319,3
114201,2001-403,Miami Masters,Hard,M,96,20010319,3
114202,2001-403,Miami Masters,Hard,M,96,20010319,3
114203,2001-403,Miami Masters,Hard,M,96,20010319,3
114204,2001-403,Miami Masters,Hard,M,96,20010319,3
114205,2001-403,Miami Masters,Hard,M,96,20010319,3
114206,2001-403,Miami Masters,Hard,M,96,20010319,3
114207,2001-403,Miami Masters,Hard,M,96,20010319,3
114208,2001-403,Miami Masters,Hard,M,96,20010319,3
114209,2001-403,Miami Masters,Hard,M,96,20010319,3
114210,2001-403,Miami Masters,Hard,M,96,20010319,3
114211,2001-403,Miami Masters,Hard,M,96,20010319,3
114212,2001-403,Miami Masters,Hard,M,96,20010319,3
114213,2001-403,Miami Masters,Hard,M,96,20010319,3
114214,2001-403,Miami Masters,Hard,M,96,20010319,3
114215,2001-403,Miami Masters,Hard,M,96,20010319,3
114216,2001-403,Miami Masters,Hard,M,96,20010319,3
114217,2001-403,Miami Masters,Hard,M,96,20010319,3
114218,2001-403,Miami Masters,Hard,M,96,20010319,3
114219,2001-403,Miami Masters,Hard,M,96,20010319,3
114220,2001-403,Miami Masters,Hard,M,96,20010319,3
114221,2001-403,Miami Masters,Hard,M,96,20010319,3
114222,2001-403,Miami Masters,Hard,M,96,20010319,3
114223,2001-403,Miami Masters,Hard,M,96,20010319,3
114224,2001-403,Miami Masters,Hard,M,96,20010319,3
114225,2001-403,Miami Masters,Hard,M,96,20010319,3
114226,2001-403,Miami Masters,Hard,M,96,20010319,3
114227,2001-403,Miami Masters,Hard,M,96,20010319,3
114228,2001-403,Miami Masters,Hard,M,96,20010319,3
114229,2001-403,Miami Masters,Hard,M,96,20010319,3
114230,2001-403,Miami Masters,Hard,M,96,20010319,3
114231,2001-403,Miami Masters,Hard,M,96,20010319,3
114232,2001-403,Miami Masters,Hard,M,96,20010319,3
114233,2001-403,Miami Masters,Hard,M,96,20010319,3
114234,2001-403,Miami Masters,Hard,M,96,20010319,3
114235,2001-403,Miami Masters,Hard,M,96,20010319,3
114236,2001-403,Miami Masters,Hard,M,96,20010319,3
114237,2001-403,Miami Masters,Hard,M,96,20010319,3
114238,2001-403,Miami Masters,Hard,M,96,20010319,3
114239,2001-403,Miami Masters,Hard,M,96,20010319,3
114240,2001-403,Miami Masters,Hard,M,96,20010319,3
114241,2001-403,Miami Masters,Hard,M,96,20010319,3
114242,2001-403,Miami Masters,Hard,M,96,20010319,3
114243,2001-403,Miami Masters,Hard,M,96,20010319,3
114244,2001-403,Miami Masters,Hard,M,96,20010319,3
114245,2001-403,Miami Masters,Hard,M,96,20010319,3
114246,2001-403,Miami Masters,Hard,M,96,20010319,3
114247,2001-403,Miami Masters,Hard,M,96,20010319,3
114248,2001-403,Miami Masters,Hard,M,96,20010319,3
114249,2001-403,Miami Masters,Hard,M,96,20010319,3
114250,2001-403,Miami Masters,Hard,M,96,20010319,3
114251,2001-403,Miami Masters,Hard,M,96,20010319,3
114252,2001-403,Miami Masters,Hard,M,96,20010319,3
114253,2001-403,Miami Masters,Hard,M,96,20010319,3
114254,2001-403,Miami Masters,Hard,M,96,20010319,3
114255,2001-403,Miami Masters,Hard,M,96,20010319,3
114256,2001-403,Miami Masters,Hard,M,96,20010319,3
114257,2001-403,Miami Masters,Hard,M,96,20010319,3
114258,2001-403,Miami Masters,Hard,M,96,20010319,3
114259,2001-403,Miami Masters,Hard,M,96,20010319,3
114260,2001-403,Miami Masters,Hard,M,96,20010319,3
114261,2001-403,Miami Masters,Hard,M,96,20010319,3
114262,2001-403,Miami Masters,Hard,M,96,20010319,3
114263,2001-403,Miami Masters,Hard,M,96,20010319,3
114264,2001-403,Miami Masters,Hard,M,96,20010319,3
114265,2001-403,Miami Masters,Hard,M,96,20010319,3
114266,2001-403,Miami Masters,Hard,M,96,20010319,3
114267,2001-403,Miami Masters,Hard,M,96,20010319,3
114268,2001-403,Miami Masters,Hard,M,96,20010319,3
114269,2001-403,Miami Masters,Hard,M,96,20010319,3
114270,2001-403,Miami Masters,Hard,M,96,20010319,3
114271,2001-403,Miami Masters,Hard,M,96,20010319,3
114272,2001-403,Miami Masters,Hard,M,96,20010319,3
114273,2001-403,Miami Masters,Hard,M,96,20010319,3
114274,2001-403,Miami Masters,Hard,M,96,20010319,3
114275,2001-403,Miami Masters,Hard,M,96,20010319,3
114276,2001-403,Miami Masters,Hard,M,96,20010319,5
114277,2001-560,US Open,Hard,G,128,20010827,5
114278,2001-560,US Open,Hard,G,128,20010827,5
114279,2001-560,US Open,Hard,G,128,20010827,5
114280,2001-560,US Open,Hard,G,128,20010827,5
114281,2001-560,US Open,Hard,G,128,20010827,5
114282,2001-560,US Open,Hard,G,128,20010827,5
114283,2001-560,US Open,Hard,G,128,20010827,5
114284,2001-560,US Open,Hard,G,128,20010827,5
114285,2001-560,US Open,Hard,G,128,20010827,5
114286,2001-560,US Open,Hard,G,128,20010827,5
114287,2001-560,US Open,Hard,G,128,20010827,5
114288,2001-560,US Open,Hard,G,128,20010827,5
114289,2001-560,US Open,Hard,G,128,20010827,5
114290,2001-560,US Open,Hard,G,128,20010827,5
114291,2001-560,US Open,Hard,G,128,20010827,5
114292,2001-560,US Open,Hard,G,128,20010827,5
114293,2001-560,US Open,Hard,G,128,20010827,5
114294,2001-560,US Open,Hard,G,128,20010827,5
114295,2001-560,US Open,Hard,G,128,20010827,5
114296,2001-560,US Open,Hard,G,128,20010827,5
114297,2001-560,US Open,Hard,G,128,20010827,5
114298,2001-560,US Open,Hard,G,128,20010827,5
114299,2001-560,US Open,Hard,G,128,20010827,5
114300,2001-560,US Open,Hard,G,128,20010827,5
114301,2001-560,US Open,Hard,G,128,20010827,5
114302,2001-560,US Open,Hard,G,128,20010827,5
114303,2001-560,US Open,Hard,G,128,20010827,5
114304,2001-560,US Open,Hard,G,128,20010827,5
114305,2001-560,US Open,Hard,G,128,20010827,5
114306,2001-560,US Open,Hard,G,128,20010827,5
114307,2001-560,US Open,Hard,G,128,20010827,5
114308,2001-560,US Open,Hard,G,128,20010827,5
114309,2001-560,US Open,Hard,G,128,20010827,5
114310,2001-560,US Open,Hard,G,128,20010827,5
114311,2001-560,US Open,Hard,G,128,20010827,5
114312,2001-560,US Open,Hard,G,128,20010827,5
114313,2001-560,US Open,Hard,G,128,20010827,5
114314,2001-560,US Open,Hard,G,128,20010827,5
114315,2001-560,US Open,Hard,G,128,20010827,5
114316,2001-560,US Open,Hard,G,128,20010827,5
114317,2001-560,US Open,Hard,G,128,20010827,5
114318,2001-560,US Open,Hard,G,128,20010827,5
114319,2001-560,US Open,Hard,G,128,20010827,5
114320,2001-560,US Open,Hard,G,128,20010827,5
114321,2001-560,US Open,Hard,G,128,20010827,5
114322,2001-560,US Open,Hard,G,128,20010827,5
114323,2001-560,US Open,Hard,G,128,20010827,5
114324,2001-560,US Open,Hard,G,128,20010827,5
114325,2001-560,US Open,Hard,G,128,20010827,5
114326,2001-560,US Open,Hard,G,128,20010827,5
114327,2001-560,US Open,Hard,G,128,20010827,5
114328,2001-560,US Open,Hard,G,128,20010827,5
114329,2001-560,US Open,Hard,G,128,20010827,5
114330,2001-560,US Open,Hard,G,128,20010827,5
114331,2001-560,US Open,Hard,G,128,20010827,5
114332,2001-560,US Open,Hard,G,128,20010827,5
114333,2001-560,US Open,Hard,G,128,20010827,5
114334,2001-560,US Open,Hard,G,128,20010827,5
114335,2001-560,US Open,Hard,G,128,20010827,5
114336,2001-560,US Open,Hard,G,128,20010827,5
114337,2001-560,US Open,Hard,G,128,20010827,5
114338,2001-560,US Open,Hard,G,128,20010827,5
114339,2001-560,US Open,Hard,G,128,20010827,5
114340,2001-560,US Open,Hard,G,128,20010827,5
114341,2001-560,US Open,Hard,G,128,20010827,5
114342,2001-560,US Open,Hard,G,128,20010827,5
