waste,tourney_id,tourney_name,surface,tourney_level,draw_size,tourney_date,best_of
114343,2001-560,US Open,Hard,G,128,20010827,5
114344,2001-560,US Open,Hard,G,128,20010827,5
114345,2001-560,US Open,Hard,G,128,20010827,5
114346,2001-560,US Open,Hard,G,128,20010827,5
114347,2001-560,US Open,Hard,G,128,20010827,5
114348,2001-560,US Open,Hard,G,128,20010827,5
114349,2001-560,US Open,Hard,G,128,20010827,5
114350,2001-560,US Open,Hard,G,128,20010827,5
114351,2001-560,US Open,Hard,G,128,20010827,5
114352,2001-560,US Open,Hard,G,128,20010827,5
114353,2001-560,US Open,Hard,G,128,20010827,5
114354,2001-560,US Open,Hard,G,128,20010827,5
114355,2001-560,US Open,Hard,G,128,20010827,5
114356,2001-560,US Open,Hard,G,128,20010827,5
114357,2001-560,US Open,Hard,G,128,20010827,5
114358,2001-560,US Open,Hard,G,128,20010827,5
114359,2001-560,US Open,Hard,G,128,20010827,5
114360,2001-560,US Open,Hard,G,128,20010827,5
114361,2001-560,US Open,Hard,G,128,20010827,5
114362,2001-560,US Open,Hard,G,128,20010827,5
114363,2001-560,US Open,Hard,G,128,20010827,5
114364,2001-560,US Open,Hard,G,128,20010827,5
114365,2001-560,US Open,Hard,G,128,20010827,5
114366,2001-560,US Open,Hard,G,128,20010827,5
114367,2001-560,US Open,Hard,G,128,20010827,5
114368,2001-560,US Open,Hard,G,128,20010827,5
114369,2001-560,US Open,Hard,G,128,20010827,5
114370,2001-560,US Open,Hard,G,128,20010827,5
114371,2001-560,US Open,Hard,G,128,20010827,5
114372,2001-560,US Open,Hard,G,128,20010827,5
114373,2001-560,US Open,Hard,G,128,20010827,5
114374,2001-560,US Open,Hard,G,128,20010827,5
114375,2001-560,US Open,Hard,G,128,20010827,5
114376,2001-560,US Open,Hard,G,128,20010827,5
114377,2001-560,US Open,Hard,G,128,20010827,5
114378,2001-560,US Open,Hard,G,128,20010827,5
114379,2001-560,US Open,Hard,G,128,20010827,5
114380,2001-560,US Open,Hard,G,128,20010827,5
114381,2001-560,US Open,Hard,G,128,20010827,5
114382,2001-560,US Open,Hard,G,128,20010827,5
114383,2001-560,US Open,Hard,G,128,20010827,5
114384,2001-560,US Open,Hard,G,128,20010827,5
114385,2001-560,US Open,Hard,G,128,20010827,5
114386,2001-560,US Open,Hard,G,128,20010827,5
114387,2001-560,US Open,Hard,G,128,20010827,5
114388,2001-560,US Open,Hard,G,128,20010827,5
114389,2001-560,US Open,Hard,G,128,20010827,5
114390,2001-560,US Open,Hard,G,128,20010827,5
114391,2001-560,US Open,Hard,G,128,20010827,5
114392,2001-560,US Open,Hard,G,128,20010827,5
114393,2001-560,US Open,Hard,G,128,20010827,5
114394,2001-560,US Open,Hard,G,128,20010827,5
114395,2001-560,US Open,Hard,G,128,20010827,5
114396,2001-560,US Open,Hard,G,128,20010827,5
114397,2001-560,US Open,Hard,G,128,20010827,5
114398,2001-560,US Open,Hard,G,128,20010827,5
114399,2001-560,US Open,Hard,G,128,20010827,5
114400,2001-560,US Open,Hard,G,128,20010827,5
114401,2001-560,US Open,Hard,G,128,20010827,5
114402,2001-560,US Open,Hard,G,128,20010827,5
114403,2001-560,US Open,Hard,G,128,20010827,5
114404,2001-408,Milan,Carpet,A,32,20010129,3
114405,2001-408,Milan,Carpet,A,32,20010129,3
114406,2001-408,Milan,Carpet,A,32,20010129,3
114407,2001-408,Milan,Carpet,A,32,20010129,3
114408,2001-408,Milan,Carpet,A,32,20010129,3
114409,2001-408,Milan,Carpet,A,32,20010129,3
114410,2001-408,Milan,Carpet,A,32,20010129,3
114411,2001-408,Milan,Carpet,A,32,20010129,3
114412,2001-408,Milan,Carpet,A,32,20010129,3
114413,2001-408,Milan,Carpet,A,32,20010129,3
114414,2001-408,Milan,Carpet,A,32,20010129,3
114415,2001-408,Milan,Carpet,A,32,20010129,3
114416,2001-408,Milan,Carpet,A,32,20010129,3
114417,2001-408,Milan,Carpet,A,32,20010129,3
114418,2001-408,Milan,Carpet,A,32,20010129,3
114419,2001-408,Milan,Carpet,A,32,20010129,3
114420,2001-408,Milan,Carpet,A,32,20010129,3
114421,2001-408,Milan,Carpet,A,32,20010129,3
114422,2001-408,Milan,Carpet,A,32,20010129,3
114423,2001-408,Milan,Carpet,A,32,20010129,3
114424,2001-408,Milan,Carpet,A,32,20010129,3
114425,2001-408,Milan,Carpet,A,32,20010129,3
114426,2001-408,Milan,Carpet,A,32,20010129,3
114427,2001-408,Milan,Carpet,A,32,20010129,3
114428,2001-408,Milan,Carpet,A,32,20010129,3
114429,2001-408,Milan,Carpet,A,32,20010129,3
114430,2001-408,Milan,Carpet,A,32,20010129,3
114431,2001-408,Milan,Carpet,A,32,20010129,3
114432,2001-408,Milan,Carpet,A,32,20010129,3
114433,2001-408,Milan,Carpet,A,32,20010129,3
114434,2001-408,Milan,Carpet,A,32,20010129,3
114435,2001-409,Atlanta,Clay,A,32,20010423,3
114436,2001-409,Atlanta,Clay,A,32,20010423,3
114437,2001-409,Atlanta,Clay,A,32,20010423,3
114438,2001-409,Atlanta,Clay,A,32,20010423,3
114439,2001-409,Atlanta,Clay,A,32,20010423,3
114440,2001-409,Atlanta,Clay,A,32,20010423,3
114441,2001-409,Atlanta,Clay,A,32,20010423,3
114442,2001-409,Atlanta,Clay,A,32,20010423,3
114443,2001-409,Atlanta,Clay,A,32,20010423,3
114444,2001-409,Atlanta,Clay,A,32,20010423,3
114445,2001-409,Atlanta,Clay,A,32,20010423,3
114446,2001-409,Atlanta,Clay,A,32,20010423,3
114447,2001-409,Atlanta,Clay,A,32,20010423,3
114448,2001-409,Atlanta,Clay,A,32,20010423,3
114449,2001-409,Atlanta,Clay,A,32,20010423,3
114450,2001-409,Atlanta,Clay,A,32,20010423,3
114451,2001-409,Atlanta,Clay,A,32,20010423,3
114452,2001-409,Atlanta,Clay,A,32,20010423,3
114453,2001-409,Atlanta,Clay,A,32,20010423,3
114454,2001-409,Atlanta,Clay,A,32,20010423,3
114455,2001-409,Atlanta,Clay,A,32,20010423,3
114456,2001-409,Atlanta,Clay,A,32,20010423,3
114457,2001-409,Atlanta,Clay,A,32,20010423,3
114458,2001-409,Atlanta,Clay,A,32,20010423,3
114459,2001-409,Atlanta,Clay,A,32,20010423,3
114460,2001-409,Atlanta,Clay,A,32,20010423,3
114461,2001-409,Atlanta,Clay,A,32,20010423,3
114462,2001-409,Atlanta,Clay,A,32,20010423,3
114463,2001-409,Atlanta,Clay,A,32,20010423,3
114464,2001-409,Atlanta,Clay,A,32,20010423,3
114465,2001-409,Atlanta,Clay,A,32,20010423,3
114466,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114467,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114468,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114469,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114470,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114471,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114472,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114473,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114474,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114475,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114476,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114477,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114478,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114479,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114480,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114481,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114482,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114483,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114484,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114485,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114486,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114487,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114488,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114489,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114490,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114491,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114492,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114493,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114494,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114495,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114496,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114497,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114498,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114499,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114500,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114501,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114502,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114503,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114504,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114505,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114506,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114507,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114508,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114509,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114510,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114511,2001-319,Kitzbuhel,Clay,A,48,20010723,3
114512,2001-319,Kitzbuhel,Clay,A,48,20010723,5
114513,2001-311,Queen's Club,Grass,A,56,20010611,3
114514,2001-311,Queen's Club,Grass,A,56,20010611,3
114515,2001-311,Queen's Club,Grass,A,56,20010611,3
114516,2001-311,Queen's Club,Grass,A,56,20010611,3
114517,2001-311,Queen's Club,Grass,A,56,20010611,3
114518,2001-311,Queen's Club,Grass,A,56,20010611,3
114519,2001-311,Queen's Club,Grass,A,56,20010611,3
114520,2001-311,Queen's Club,Grass,A,56,20010611,3
114521,2001-311,Queen's Club,Grass,A,56,20010611,3
114522,2001-311,Queen's Club,Grass,A,56,20010611,3
114523,2001-311,Queen's Club,Grass,A,56,20010611,3
114524,2001-311,Queen's Club,Grass,A,56,20010611,3
114525,2001-311,Queen's Club,Grass,A,56,20010611,3
114526,2001-311,Queen's Club,Grass,A,56,20010611,3
114527,2001-311,Queen's Club,Grass,A,56,20010611,3
114528,2001-311,Queen's Club,Grass,A,56,20010611,3
114529,2001-311,Queen's Club,Grass,A,56,20010611,3
114530,2001-311,Queen's Club,Grass,A,56,20010611,3
114531,2001-311,Queen's Club,Grass,A,56,20010611,3
114532,2001-311,Queen's Club,Grass,A,56,20010611,3
114533,2001-311,Queen's Club,Grass,A,56,20010611,3
114534,2001-311,Queen's Club,Grass,A,56,20010611,3
114535,2001-311,Queen's Club,Grass,A,56,20010611,3
114536,2001-311,Queen's Club,Grass,A,56,20010611,3
114537,2001-311,Queen's Club,Grass,A,56,20010611,3
114538,2001-311,Queen's Club,Grass,A,56,20010611,3
114539,2001-311,Queen's Club,Grass,A,56,20010611,3
114540,2001-311,Queen's Club,Grass,A,56,20010611,3
114541,2001-311,Queen's Club,Grass,A,56,20010611,3
114542,2001-311,Queen's Club,Grass,A,56,20010611,3
114543,2001-311,Queen's Club,Grass,A,56,20010611,3
114544,2001-311,Queen's Club,Grass,A,56,20010611,3
114545,2001-311,Queen's Club,Grass,A,56,20010611,3
114546,2001-311,Queen's Club,Grass,A,56,20010611,3
114547,2001-311,Queen's Club,Grass,A,56,20010611,3
114548,2001-311,Queen's Club,Grass,A,56,20010611,3
114549,2001-311,Queen's Club,Grass,A,56,20010611,3
114550,2001-311,Queen's Club,Grass,A,56,20010611,3
114551,2001-311,Queen's Club,Grass,A,56,20010611,3
114552,2001-311,Queen's Club,Grass,A,56,20010611,3
114553,2001-311,Queen's Club,Grass,A,56,20010611,3
114554,2001-311,Queen's Club,Grass,A,56,20010611,3
114555,2001-311,Queen's Club,Grass,A,56,20010611,3
114556,2001-311,Queen's Club,Grass,A,56,20010611,3
114557,2001-311,Queen's Club,Grass,A,56,20010611,3
114558,2001-311,Queen's Club,Grass,A,56,20010611,3
114559,2001-311,Queen's Club,Grass,A,56,20010611,3
114560,2001-311,Queen's Club,Grass,A,56,20010611,3
114561,2001-311,Queen's Club,Grass,A,56,20010611,3
114562,2001-311,Queen's Club,Grass,A,56,20010611,3
114563,2001-311,Queen's Club,Grass,A,56,20010611,3
114564,2001-311,Queen's Club,Grass,A,56,20010611,3
114565,2001-311,Queen's Club,Grass,A,56,20010611,3
114566,2001-311,Queen's Club,Grass,A,56,20010611,3
114567,2001-311,Queen's Club,Grass,A,56,20010611,3
114568,2001-314,Gstaad,Clay,A,32,20010709,3
114569,2001-314,Gstaad,Clay,A,32,20010709,3
114570,2001-314,Gstaad,Clay,A,32,20010709,3
114571,2001-314,Gstaad,Clay,A,32,20010709,3
114572,2001-314,Gstaad,Clay,A,32,20010709,3
114573,2001-314,Gstaad,Clay,A,32,20010709,3
114574,2001-314,Gstaad,Clay,A,32,20010709,3
114575,2001-314,Gstaad,Clay,A,32,20010709,3
114576,2001-314,Gstaad,Clay,A,32,20010709,3
114577,2001-314,Gstaad,Clay,A,32,20010709,3
114578,2001-314,Gstaad,Clay,A,32,20010709,3
114579,2001-314,Gstaad,Clay,A,32,20010709,3
114580,2001-314,Gstaad,Clay,A,32,20010709,3
114581,2001-314,Gstaad,Clay,A,32,20010709,3
114582,2001-314,Gstaad,Clay,A,32,20010709,3
114583,2001-314,Gstaad,Clay,A,32,20010709,3
114584,2001-314,Gstaad,Clay,A,32,20010709,3
114585,2001-314,Gstaad,Clay,A,32,20010709,3
114586,2001-314,Gstaad,Clay,A,32,20010709,3
114587,2001-314,Gstaad,Clay,A,32,20010709,3
114588,2001-314,Gstaad,Clay,A,32,20010709,3
114589,2001-314,Gstaad,Clay,A,32,20010709,3
114590,2001-314,Gstaad,Clay,A,32,20010709,3
114591,2001-314,Gstaad,Clay,A,32,20010709,3
114592,2001-314,Gstaad,Clay,A,32,20010709,3
114593,2001-314,Gstaad,Clay,A,32,20010709,3
114594,2001-314,Gstaad,Clay,A,32,20010709,3
114595,2001-314,Gstaad,Clay,A,32,20010709,3
114596,2001-314,Gstaad,Clay,A,32,20010709,3
114597,2001-314,Gstaad,Clay,A,32,20010709,3
114598,2001-314,Gstaad,Clay,A,32,20010709,3
114599,2001-315,Newport,Grass,A,32,20010709,3
114600,2001-315,Newport,Grass,A,32,20010709,3
114601,2001-315,Newport,Grass,A,32,20010709,3
114602,2001-315,Newport,Grass,A,32,20010709,3
114603,2001-315,Newport,Grass,A,32,20010709,3
114604,2001-315,Newport,Grass,A,32,20010709,3
114605,2001-315,Newport,Grass,A,32,20010709,3
114606,2001-315,Newport,Grass,A,32,20010709,3
114607,2001-315,Newport,Grass,A,32,20010709,3
114608,2001-315,Newport,Grass,A,32,20010709,3
114609,2001-315,Newport,Grass,A,32,20010709,3
114610,2001-315,Newport,Grass,A,32,20010709,3
114611,2001-315,Newport,Grass,A,32,20010709,3
114612,2001-315,Newport,Grass,A,32,20010709,3
114613,2001-315,Newport,Grass,A,32,20010709,3
114614,2001-315,Newport,Grass,A,32,20010709,3
114615,2001-315,Newport,Grass,A,32,20010709,3
114616,2001-315,Newport,Grass,A,32,20010709,3
114617,2001-315,Newport,Grass,A,32,20010709,3
114618,2001-315,Newport,Grass,A,32,20010709,3
114619,2001-315,Newport,Grass,A,32,20010709,3
114620,2001-315,Newport,Grass,A,32,20010709,3
114621,2001-315,Newport,Grass,A,32,20010709,3
114622,2001-315,Newport,Grass,A,32,20010709,3
114623,2001-315,Newport,Grass,A,32,20010709,3
114624,2001-315,Newport,Grass,A,32,20010709,3
114625,2001-315,Newport,Grass,A,32,20010709,3
114626,2001-315,Newport,Grass,A,32,20010709,3
114627,2001-315,Newport,Grass,A,32,20010709,3
114628,2001-315,Newport,Grass,A,32,20010709,3
114629,2001-315,Newport,Grass,A,32,20010709,3
114630,2001-316,Bastad,Clay,A,32,20010709,3
114631,2001-316,Bastad,Clay,A,32,20010709,3
114632,2001-316,Bastad,Clay,A,32,20010709,3
114633,2001-316,Bastad,Clay,A,32,20010709,3
114634,2001-316,Bastad,Clay,A,32,20010709,3
114635,2001-316,Bastad,Clay,A,32,20010709,3
114636,2001-316,Bastad,Clay,A,32,20010709,3
114637,2001-316,Bastad,Clay,A,32,20010709,3
114638,2001-316,Bastad,Clay,A,32,20010709,3
114639,2001-316,Bastad,Clay,A,32,20010709,3
114640,2001-316,Bastad,Clay,A,32,20010709,3
114641,2001-316,Bastad,Clay,A,32,20010709,3
114642,2001-316,Bastad,Clay,A,32,20010709,3
114643,2001-316,Bastad,Clay,A,32,20010709,3
114644,2001-316,Bastad,Clay,A,32,20010709,3
114645,2001-316,Bastad,Clay,A,32,20010709,3
114646,2001-316,Bastad,Clay,A,32,20010709,3
114647,2001-316,Bastad,Clay,A,32,20010709,3
114648,2001-316,Bastad,Clay,A,32,20010709,3
114649,2001-316,Bastad,Clay,A,32,20010709,3
114650,2001-316,Bastad,Clay,A,32,20010709,3
114651,2001-316,Bastad,Clay,A,32,20010709,3
114652,2001-316,Bastad,Clay,A,32,20010709,3
114653,2001-316,Bastad,Clay,A,32,20010709,3
114654,2001-316,Bastad,Clay,A,32,20010709,3
114655,2001-316,Bastad,Clay,A,32,20010709,3
114656,2001-316,Bastad,Clay,A,32,20010709,3
114657,2001-316,Bastad,Clay,A,32,20010709,3
114658,2001-316,Bastad,Clay,A,32,20010709,3
114659,2001-316,Bastad,Clay,A,32,20010709,3
114660,2001-316,Bastad,Clay,A,32,20010709,3
114661,2001-317,Amsterdam,Clay,A,32,20010716,3
114662,2001-317,Amsterdam,Clay,A,32,20010716,3
114663,2001-317,Amsterdam,Clay,A,32,20010716,3
114664,2001-317,Amsterdam,Clay,A,32,20010716,3
114665,2001-317,Amsterdam,Clay,A,32,20010716,3
114666,2001-317,Amsterdam,Clay,A,32,20010716,3
114667,2001-317,Amsterdam,Clay,A,32,20010716,3
114668,2001-317,Amsterdam,Clay,A,32,20010716,3
114669,2001-317,Amsterdam,Clay,A,32,20010716,3
114670,2001-317,Amsterdam,Clay,A,32,20010716,3
114671,2001-317,Amsterdam,Clay,A,32,20010716,3
114672,2001-317,Amsterdam,Clay,A,32,20010716,3
114673,2001-317,Amsterdam,Clay,A,32,20010716,3
114674,2001-317,Amsterdam,Clay,A,32,20010716,3
114675,2001-317,Amsterdam,Clay,A,32,20010716,3
114676,2001-317,Amsterdam,Clay,A,32,20010716,3
114677,2001-317,Amsterdam,Clay,A,32,20010716,3
114678,2001-317,Amsterdam,Clay,A,32,20010716,3
114679,2001-317,Amsterdam,Clay,A,32,20010716,3
114680,2001-317,Amsterdam,Clay,A,32,20010716,3
114681,2001-317,Amsterdam,Clay,A,32,20010716,3
114682,2001-317,Amsterdam,Clay,A,32,20010716,3
114683,2001-317,Amsterdam,Clay,A,32,20010716,3
114684,2001-317,Amsterdam,Clay,A,32,20010716,3
114685,2001-317,Amsterdam,Clay,A,32,20010716,3
114686,2001-317,Amsterdam,Clay,A,32,20010716,3
114687,2001-317,Amsterdam,Clay,A,32,20010716,3
114688,2001-317,Amsterdam,Clay,A,32,20010716,3
114689,2001-317,Amsterdam,Clay,A,32,20010716,3
114690,2001-317,Amsterdam,Clay,A,32,20010716,3
114691,2001-317,Amsterdam,Clay,A,32,20010716,5
114692,2001-520,Roland Garros,Clay,G,128,20010528,5
114693,2001-520,Roland Garros,Clay,G,128,20010528,5
114694,2001-520,Roland Garros,Clay,G,128,20010528,5
114695,2001-520,Roland Garros,Clay,G,128,20010528,5
114696,2001-520,Roland Garros,Clay,G,128,20010528,5
114697,2001-520,Roland Garros,Clay,G,128,20010528,5
114698,2001-520,Roland Garros,Clay,G,128,20010528,5
114699,2001-520,Roland Garros,Clay,G,128,20010528,5
114700,2001-520,Roland Garros,Clay,G,128,20010528,5
114701,2001-520,Roland Garros,Clay,G,128,20010528,5
114702,2001-520,Roland Garros,Clay,G,128,20010528,5
114703,2001-520,Roland Garros,Clay,G,128,20010528,5
114704,2001-520,Roland Garros,Clay,G,128,20010528,5
114705,2001-520,Roland Garros,Clay,G,128,20010528,5
114706,2001-520,Roland Garros,Clay,G,128,20010528,5
114707,2001-520,Roland Garros,Clay,G,128,20010528,5
114708,2001-520,Roland Garros,Clay,G,128,20010528,5
114709,2001-520,Roland Garros,Clay,G,128,20010528,5
114710,2001-520,Roland Garros,Clay,G,128,20010528,5
114711,2001-520,Roland Garros,Clay,G,128,20010528,5
114712,2001-520,Roland Garros,Clay,G,128,20010528,5
114713,2001-520,Roland Garros,Clay,G,128,20010528,5
114714,2001-520,Roland Garros,Clay,G,128,20010528,5
114715,2001-520,Roland Garros,Clay,G,128,20010528,5
114716,2001-520,Roland Garros,Clay,G,128,20010528,5
114717,2001-520,Roland Garros,Clay,G,128,20010528,5
114718,2001-520,Roland Garros,Clay,G,128,20010528,5
114719,2001-520,Roland Garros,Clay,G,128,20010528,5
114720,2001-520,Roland Garros,Clay,G,128,20010528,5
114721,2001-520,Roland Garros,Clay,G,128,20010528,5
114722,2001-520,Roland Garros,Clay,G,128,20010528,5
114723,2001-520,Roland Garros,Clay,G,128,20010528,5
114724,2001-520,Roland Garros,Clay,G,128,20010528,5
114725,2001-520,Roland Garros,Clay,G,128,20010528,5
114726,2001-520,Roland Garros,Clay,G,128,20010528,5
114727,2001-520,Roland Garros,Clay,G,128,20010528,5
114728,2001-520,Roland Garros,Clay,G,128,20010528,5
114729,2001-520,Roland Garros,Clay,G,128,20010528,5
114730,2001-520,Roland Garros,Clay,G,128,20010528,5
114731,2001-520,Roland Garros,Clay,G,128,20010528,5
114732,2001-520,Roland Garros,Clay,G,128,20010528,5
114733,2001-520,Roland Garros,Clay,G,128,20010528,5
114734,2001-520,Roland Garros,Clay,G,128,20010528,5
114735,2001-520,Roland Garros,Clay,G,128,20010528,5
114736,2001-520,Roland Garros,Clay,G,128,20010528,5
114737,2001-520,Roland Garros,Clay,G,128,20010528,5
114738,2001-520,Roland Garros,Clay,G,128,20010528,5
114739,2001-520,Roland Garros,Clay,G,128,20010528,5
114740,2001-520,Roland Garros,Clay,G,128,20010528,5
114741,2001-520,Roland Garros,Clay,G,128,20010528,5
114742,2001-520,Roland Garros,Clay,G,128,20010528,5
114743,2001-520,Roland Garros,Clay,G,128,20010528,5
114744,2001-520,Roland Garros,Clay,G,128,20010528,5
114745,2001-520,Roland Garros,Clay,G,128,20010528,5
114746,2001-520,Roland Garros,Clay,G,128,20010528,5
114747,2001-520,Roland Garros,Clay,G,128,20010528,5
114748,2001-520,Roland Garros,Clay,G,128,20010528,5
114749,2001-520,Roland Garros,Clay,G,128,20010528,5
114750,2001-520,Roland Garros,Clay,G,128,20010528,5
114751,2001-520,Roland Garros,Clay,G,128,20010528,5
114752,2001-520,Roland Garros,Clay,G,128,20010528,5
114753,2001-520,Roland Garros,Clay,G,128,20010528,5
114754,2001-520,Roland Garros,Clay,G,128,20010528,5
114755,2001-520,Roland Garros,Clay,G,128,20010528,5
114756,2001-520,Roland Garros,Clay,G,128,20010528,5
114757,2001-520,Roland Garros,Clay,G,128,20010528,5
114758,2001-520,Roland Garros,Clay,G,128,20010528,5
114759,2001-520,Roland Garros,Clay,G,128,20010528,5
114760,2001-520,Roland Garros,Clay,G,128,20010528,5
114761,2001-520,Roland Garros,Clay,G,128,20010528,5
114762,2001-520,Roland Garros,Clay,G,128,20010528,5
114763,2001-520,Roland Garros,Clay,G,128,20010528,5
114764,2001-520,Roland Garros,Clay,G,128,20010528,5
114765,2001-520,Roland Garros,Clay,G,128,20010528,5
114766,2001-520,Roland Garros,Clay,G,128,20010528,5
114767,2001-520,Roland Garros,Clay,G,128,20010528,5
114768,2001-520,Roland Garros,Clay,G,128,20010528,5
114769,2001-520,Roland Garros,Clay,G,128,20010528,5
114770,2001-520,Roland Garros,Clay,G,128,20010528,5
